43.6224,1.36814
43.6174,1.37363
43.6135,1.37775
43.6085,1.38256
43.601,1.3908
43.5921,1.39767
43.5837,1.40659
43.5762,1.41346
43.5672,1.42651
43.5612,1.43543
43.5543,1.44367
43.5478,1.45466
43.5478,1.46976
43.5488,1.48418
43.5573,1.49654
43.5652,1.52813
43.5722,1.55079
43.5786,1.58169
43.5837,1.60023
43.5871,1.61259
43.5926,1.64074
43.5961,1.65379
43.6015,1.67576
43.6075,1.70254
43.609,1.72588
43.6115,1.74374
43.613,1.78562
43.612,1.80004
43.612,1.81377
43.613,1.83643
43.614,1.85291
43.6164,1.88519
43.6164,1.90647
43.6015,1.93531
43.5881,1.99986
43.5856,2.01633
43.5832,2.03487
43.5827,2.05547
43.5796,2.08294
43.5786,2.10697
43.5777,2.12345
43.5747,2.35107
43.5747,2.42798
43.5747,2.52686
43.5747,2.63672
43.5747,2.80151
43.551,2.91138
43.5352,3.07617
43.5194,3.30688
43.5036,3.41675
43.4957,3.55957
43.5115,3.70239
43.5273,3.81226
43.5379,3.83801
43.5458,3.85174
43.5548,3.86272
43.5642,3.87165
43.5732,3.88126
43.5772,3.88813
43.5837,3.90118
43.5866,3.91422
43.5871,3.92246
43.5881,3.93208
43.5881,3.94238
43.5876,3.9513
43.5856,3.95611
43.5837,3.96091
43.5822,3.96366
43.5801,3.96847
