43.6219,1.36883
43.6189,1.37363
43.615,1.37844
43.607,1.38462
43.5951,1.39423
43.5846,1.40041
43.5747,1.39835
43.5702,1.38668
43.5682,1.36333
43.5677,1.34686
43.5737,1.329
43.5886,1.31596
43.5996,1.30978
43.6105,1.30428
43.6279,1.29673
43.6403,1.29192
43.6582,1.28506
43.6751,1.27956
43.7166,1.26892
43.7523,1.24969
43.782,1.23596
43.8197,1.22498
43.8558,1.21399
43.9031,1.18652
43.9505,1.16455
43.9998,1.14258
44.0491,1.11237
44.2164,1.01624
44.3638,0.939331
44.6043,0.818481
44.7361,0.741577
44.9068,0.653687
45.1091,0.55481
45.3682,0.499878
45.5588,0.411987
45.9399,0.22522
46.1605,0.203247
46.3776,0.0714111
46.5648,-0.126343
46.7444,-0.247192
46.8418,-0.390015
46.9148,-0.549316
46.9784,-0.686646
47.0196,-0.818481
47.0271,-0.900879
47.0346,-1.00525
47.0442,-1.12061
47.0442,-1.23047
47.0575,-1.27304
47.0734,-1.29227
47.087,-1.30531
47.1033,-1.32111
47.1155,-1.33553
47.13,-1.35406
47.1393,-1.37741
47.1444,-1.39046
47.1598,-1.42822
47.1683,-1.4447
47.1743,-1.46324
47.1804,-1.47835
47.1841,-1.49345
47.186,-1.50993
47.186,-1.5271
47.1874,-1.54083
47.1869,-1.55182
47.1841,-1.56555
47.1795,-1.5786
47.1748,-1.59027
47.1711,-1.59576
47.165,-1.60126
47.1608,-1.60469
47.1566,-1.60675
47.1538,-1.60881
