43.6234,1.36745
43.6204,1.37089
43.6179,1.37432
43.611,1.38119
43.6025,1.38943
43.5941,1.40041
43.5866,1.41209
43.5786,1.42513
43.5747,1.43681
43.5697,1.45397
43.5652,1.46976
43.5578,1.4883
43.5543,1.49998
43.5443,1.53912
43.5364,1.5604
43.5299,1.57757
43.521,1.60091
43.5149,1.61808
43.5065,1.64143
43.5,1.6634
43.4886,1.69086
43.4831,1.70322
43.4666,1.73756
43.4597,1.74923
43.4532,1.7609
43.4462,1.7712
43.4402,1.78356
43.4307,1.80347
43.4233,1.82133
43.4143,1.84261
43.4058,1.86253
43.3998,1.88038
43.3919,1.89892
43.3843,1.9202
43.3759,1.94149
43.3704,1.9614
43.274,2.22748
43.2382,2.30988
43.1984,2.41425
43.1665,2.51862
43.1347,2.64496
43.1029,2.74933
43.0689,2.83722
43.0007,2.96356
42.9164,3.06793
42.7599,3.23822
42.6836,3.29865
42.5913,3.37555
42.5005,3.44147
42.4276,3.48541
42.3467,3.52386
42.2658,3.55133
42.1929,3.54584
42.1241,3.52936
41.9963,3.39203
41.9187,3.32062
41.8575,3.2547
41.8045,3.18878
41.7433,3.0899
41.6943,3.00751
41.6372,2.89215
41.5964,2.82074
41.5474,2.68341
41.5189,2.60651
41.4757,2.51862
41.4469,2.41974
41.4099,2.31537
41.3728,2.26044
41.3481,2.20551
41.3328,2.17358
41.3266,2.16053
41.3214,2.1468
41.3173,2.1365
41.3127,2.12482
41.3095,2.11521
41.3064,2.10903
41.3049,2.10423
41.3039,2.10148
41.3023,2.09667
41.3018,2.09393
41.3008,2.09187
