43.6264,1.36471
43.6219,1.36883
43.6204,1.37226
43.6164,1.37638
43.6125,1.37913
43.6015,1.38737
43.5946,1.39355
43.5876,1.39973
43.5786,1.40934
43.5702,1.42101
43.5637,1.43818
43.5593,1.45466
43.5593,1.47526
43.5652,1.50272
43.5702,1.51165
43.5742,1.51989
43.5791,1.53706
43.5846,1.55422
43.5911,1.57001
43.5966,1.581
43.6125,1.61877
43.6234,1.64211
43.6328,1.66546
43.6443,1.68468
43.6567,1.7094
43.6696,1.73206
43.682,1.76022
43.7542,1.93909
43.7897,2.05444
43.8489,2.20825
43.9041,2.34009
43.9988,2.51038
44.1191,2.65869
44.213,2.79602
44.3069,2.96631
44.4047,3.1366
44.4594,3.27942
44.5538,3.55408
44.6081,3.72986
44.6935,3.99353
44.7943,4.31213
44.8641,4.60876
44.9262,4.69666
45.0037,4.78455
45.058,4.88342
45.151,5.03723
45.2349,5.18005
45.3111,5.27893
45.372,5.32288
45.4025,5.34485
45.5016,5.37781
45.5439,5.38605
45.6135,5.37231
45.6613,5.36407
45.7111,5.35858
45.7647,5.32837
45.7991,5.27893
45.8202,5.25146
45.824,5.19653
45.824,5.15259
45.8106,5.10315
45.7915,5.08667
45.7771,5.08564
45.7728,5.08564
45.767,5.08701
45.7541,5.08633
45.7464,5.08564
45.7417,5.08701
45.7345,5.0877
45.7263,5.08839
