43.5998,1.42822
43.5378,1.47217
43.5378,1.42822
43.5067,1.42822
43.5378,1.16455
43.5998,1.16455
43.6308,1.12061
43.7549,1.12061
43.786,1.12061
43.9101,1.2085
43.9101,1.25244
43.9101,1.25244
43.9411,1.25244
44.0031,1.34033
44.0342,1.38428
44.0342,1.42822
44.0962,1.47217
44.0962,1.51611
44.0962,1.51611
44.2203,1.56006
44.2513,1.604
44.2513,1.604
44.2824,1.604
44.4065,1.69189
44.4375,1.73584
44.4375,1.73584
44.5306,1.77979
44.6547,1.86768
44.6547,1.86768
44.6547,1.86768
44.6547,1.91162
44.7788,1.95557
44.7788,1.95557
44.7788,1.95557
44.9339,1.99951
44.9649,1.99951
44.9649,1.99951
45.058,2.04346
45.089,2.04346
45.089,2.04346
45.3131,2.0874
45.3419,2.0874
45.3708,2.13135
45.5441,2.21924
45.5729,2.21924
45.5729,2.21924
45.6884,2.21924
45.6884,2.26318
45.7173,2.30713
45.8039,2.30713
45.8039,2.30713
46.0638,2.43896
46.1216,2.43896
46.1216,2.43896
46.2082,2.43896
46.2948,2.48291
46.4103,2.52686
46.4392,2.5708
46.6991,2.61475
46.728,2.65869
46.728,2.65869
46.7857,2.65869
46.9878,2.65869
47.1033,2.70264
47.1322,2.70264
47.2766,2.70264
47.6231,2.83447
47.6231,2.83447
47.7386,2.83447
47.7964,2.83447
47.8541,2.87842
47.9407,2.87842
48.0562,2.92236
48.0851,2.92236
48.1717,2.92236
48.345,2.92236
48.576,2.96631
48.6626,2.96631
48.6915,2.96631
48.7204,2.87842
48.7781,2.83447
48.8359,2.65869
48.8359,2.65869
48.807,2.61475
48.7781,2.61475
48.7492,2.5708
48.7204,2.48291
48.6915,2.43896
