43.624,1.36625
43.6225,1.3678
43.6206,1.3702
43.6189,1.37209
43.6173,1.37381
43.6153,1.37587
43.6129,1.37793
43.6097,1.3805
43.6061,1.38359
43.6042,1.38565
43.6012,1.38805
43.597,1.38994
43.5944,1.38599
43.5929,1.37896
43.5933,1.37175
43.5941,1.36471
43.5971,1.35818
43.6018,1.35355
43.6086,1.3484
43.6135,1.34531
43.6159,1.34308
43.6227,1.33123
43.6304,1.31939
43.6353,1.31235
43.6978,1.29776
43.7533,1.28952
43.8147,1.30875
43.8568,1.32797
43.9672,1.37741
44.0797,1.43509
44.1647,1.49551
44.2296,1.57242
44.2492,1.63284
44.6081,1.87866
45.2283,2.27417
45.7524,2.51587
46.2166,2.4939
46.5161,2.42798
46.7856,2.44995
47.1611,2.39502
47.5942,2.30713
47.9696,2.30713
48.3161,2.52686
48.5182,2.70264
48.6915,2.83447
48.7038,2.83241
48.7137,2.82692
48.7291,2.80495
48.7372,2.76649
48.7399,2.74727
48.7535,2.73216
48.7625,2.7198
48.7725,2.70607
48.7761,2.69096
48.7752,2.67586
48.7707,2.66624
48.7671,2.658
48.758,2.63741
48.7562,2.62779
48.7526,2.61543
48.749,2.59621
48.7454,2.58385
48.7417,2.56874
48.7372,2.55089
48.7336,2.54128
48.7291,2.51793
48.7273,2.50145
48.7273,2.4836
48.7273,2.46437
48.7291,2.44102
48.7291,2.42317
48.7282,2.40669
48.7264,2.39433
48.7237,2.38335
48.7218,2.36961
48.72,2.36412
