43.6309,1.36265,0,100
43.6279,1.36608,0,100
43.6234,1.37226,0,200
43.6179,1.37638,0,200
43.6155,1.37981,0,300
43.6085,1.38943,0,400
43.601,1.39767,0,400
43.5946,1.40522,0,500
43.5871,1.41346,0,600
43.5791,1.4217,0,700
43.5712,1.42925,0,800
43.5647,1.43818,0,800
43.5573,1.44573,0,800
43.5523,1.45741,0,800
43.5518,1.47045,0,800
43.5548,1.48418,0,800
43.5578,1.49242,0,900
43.5607,1.50204,0,900
43.5647,1.51783,0,900
43.5677,1.52882,0,900
43.5732,1.55216,0,900
43.5762,1.5707,0,900
43.5747,1.61499,0,900
43.5589,1.74683,0,900
43.5273,1.96655,0,900
43.5589,2.21924,0,900
43.5431,2.37305,0,900
43.5668,2.58179,0,900
43.5747,2.65869,0,900
43.5747,2.80151,0,900
43.5825,2.97729,0,900
43.5904,3.12012,0,900
43.5904,3.32886,0,900
43.5904,3.40576,0,900
43.5904,3.50464,0,900
43.5904,3.60352,0,900
43.5983,3.69141,0,900
43.6141,3.83423,0,900
43.6062,3.91113,0,900
43.5825,4.05396,0,900
43.5825,4.20776,0,900
43.5904,4.38354,0,900
43.5747,4.62524,0,900
43.5589,4.823,0,900
43.5589,4.96582,0,900
43.5589,5.0647,0,900
43.5431,5.15259,0,900
43.5431,5.26245,0,900
43.5273,5.35034,0,900
43.5194,5.44922,0,900
43.5115,5.52612,0,900
43.4879,5.64697,0,900
43.4957,5.77881,0,900
43.4879,5.88867,0,900
43.48,5.97656,0,900
43.4484,6.1084,0,900
43.4405,6.28418,0,900
43.4247,6.50391,0,900
43.4484,6.67969,0,900
43.4484,6.71265,0,900
43.4168,6.77856,0,900
43.3853,6.88843,0,900
43.48,7.04224,0,900
43.4563,7.10815,0,900
43.4721,7.13013,0,800
43.5036,7.14111,0,700
43.5352,7.16309,0,600
43.5589,7.16309,0,600
43.5983,7.1521,0,500
43.6141,7.16309,0,400
43.6378,7.18506,0,300
43.6457,7.19604,0,200
43.6536,7.20703,0,100
